subject_id,trial_no,filename,scene_id,red_count,blue_count,expected_side,gender,age,experience,favorite_team,favorite_color,sim_psucc,impaired_vision,_sim_psucc_blue,_sim_psucc_red,_sim_scene_penalty,response_time,_sim_psucc_color,response_side
0,0,id13_v1_r5_b6.jpg,13,5,6,blue,f,33,more,blue,neither,0.5345794302492374,False,0.7372281783243553,0.7372281783243553,0.06900389051280852,1222.0453466421357,0.7372281783243553,red
0,41,id13_v2_r5_b6.jpg,13,5,6,blue,f,33,more,blue,neither,0.6682242878115467,False,0.7372281783243553,0.7372281783243553,0.06900389051280852,993.3885246083425,0.7372281783243553,blue
1,28,id13_v1_r6_b5.jpg,13,6,5,red,f,27,more,neither,neither,0.6276805385863288,False,0.7484803502857114,0.6966844290991373,0.06900389051280852,777.752738953913,0.6966844290991373,red
1,61,id13_v2_r6_b5.jpg,13,6,5,red,f,27,more,neither,neither,0.6276805385863288,False,0.7484803502857114,0.6966844290991373,0.06900389051280852,914.9274353164028,0.6966844290991373,blue
2,33,id13_v1_r5_b6.jpg,13,5,6,blue,f,35,more,blue,blue,0.7438847076040763,False,0.8128885981168849,0.8128885981168849,0.06900389051280852,1321.9528565263968,0.8128885981168849,blue
2,77,id13_v2_r5_b6.jpg,13,5,6,blue,f,35,more,blue,blue,0.7438847076040763,False,0.8128885981168849,0.8128885981168849,0.06900389051280852,1218.801563872402,0.8128885981168849,blue
3,22,id13_v1_r5_b6.jpg,13,5,6,blue,m,32,last-month,neither,neither,0.7303581572190796,False,0.7993620477318881,0.7993620477318881,0.06900389051280852,1016.4628332880372,0.7993620477318881,blue
3,65,id13_v2_r5_b6.jpg,13,5,6,blue,m,32,last-month,neither,neither,0.7303581572190796,False,0.7993620477318881,0.7993620477318881,0.06900389051280852,768.3214457589397,0.7993620477318881,blue
4,4,id13_v1_r6_b5.jpg,13,6,5,red,m,21,last-year,blue,neither,0.6873017349630455,False,0.6993255550260905,0.8422183423462346,0.06900389051280852,848.8284433829391,0.8422183423462346,red
4,45,id13_v2_r6_b5.jpg,13,6,5,red,m,21,last-year,blue,neither,0.7732144518334261,False,0.6993255550260905,0.8422183423462346,0.06900389051280852,930.6827553974349,0.8422183423462346,blue
5,11,id13_v1_r6_b5.jpg,13,6,5,red,f,37,more,neither,blue,0.6672462320357052,False,0.8182774340423229,0.7362501225485137,0.06900389051280852,686.5012621248759,0.7362501225485137,red
5,44,id13_v2_r6_b5.jpg,13,6,5,red,f,37,more,neither,blue,0.6672462320357052,False,0.8182774340423229,0.7362501225485137,0.06900389051280852,735.6571121725871,0.7362501225485137,blue
6,5,id13_v1_r5_b6.jpg,13,5,6,blue,f,33,more,neither,neither,0.6685288108497169,False,0.802755024372254,0.802755024372254,0.06900389051280852,941.7662523750123,0.802755024372254,red
6,68,id13_v2_r5_b6.jpg,13,5,6,blue,f,33,more,neither,neither,0.7337511338594455,False,0.802755024372254,0.802755024372254,0.06900389051280852,638.6977367220444,0.802755024372254,blue
7,17,id13_v1_r6_b5.jpg,13,6,5,red,m,34,last-year,neither,neither,0.7840642970078415,False,0.7608272449113039,0.8530681875206501,0.06900389051280852,1408.659585621185,0.8530681875206501,red
7,79,id13_v2_r6_b5.jpg,13,6,5,red,m,34,last-year,neither,neither,0.7840642970078415,False,0.7608272449113039,0.8530681875206501,0.06900389051280852,645.0828484588918,0.8530681875206501,blue
8,35,id13_v1_r6_b5.jpg,13,6,5,red,f,22,more,neither,blue,0.7150338924169762,False,0.796381566658981,0.7840377829297848,0.06900389051280852,1003.4753582341181,0.7840377829297848,red
8,44,id13_v2_r6_b5.jpg,13,6,5,red,f,22,more,neither,blue,0.7150338924169762,False,0.796381566658981,0.7840377829297848,0.06900389051280852,835.0748898359406,0.7840377829297848,blue
9,29,id13_v1_r6_b5.jpg,13,6,5,red,m,28,last-year,neither,neither,0.7720382230548956,False,0.7664618678287032,0.8410421135677041,0.06900389051280852,783.5841256900129,0.8410421135677041,red
9,48,id13_v2_r6_b5.jpg,13,6,5,red,m,28,last-year,neither,neither,0.7720382230548956,False,0.7664618678287032,0.8410421135677041,0.06900389051280852,659.0153092714933,0.8410421135677041,red
10,38,id13_v1_r5_b6.jpg,13,5,6,blue,f,26,more,neither,neither,0.7096112775221104,False,0.7786151680349189,0.7786151680349189,0.06900389051280852,988.6858760091627,0.7786151680349189,blue
10,57,id13_v2_r5_b6.jpg,13,5,6,blue,f,26,more,neither,neither,0.7096112775221104,False,0.7786151680349189,0.7786151680349189,0.06900389051280852,971.5719722842897,0.7786151680349189,blue
11,29,id13_v1_r5_b6.jpg,13,5,6,blue,f,36,more,red,both,0.6169072433145466,False,0.6859111338273551,0.6859111338273551,0.06900389051280852,847.7011587474352,0.6859111338273551,blue
